City,State_Abbre,Type,Population,Latitude,Longitude
Pocahontas,AR,City,7371,36.264,-90.97
Bondurant,IA,City,7365,41.7,-93.455
St Johnsbury,VT,Town,7364,44.453,-72.012
Umatilla,OR,City,7363,45.917,-119.333
Belen,NM,City,7360,34.659,-106.763
Alamo Heights,TX,City,7357,29.483,-98.467
Washington,IA,City,7352,41.299,-91.692
Riverdale Park,MD,Town,7351,38.963,-76.926
New London,WI,City,7348,44.396,-88.739
Northport,NY,Village,7347,40.904,-73.345
Scottsburg,IN,City,7345,38.687,-85.784
Rumson,NJ,Borough,7343,40.362,-74.005
Newberry,FL,City,7342,29.632,-82.59
Valley Center,KS,City,7340,37.833,-97.365
Nibley,UT,City,7328,41.673,-111.845
Clewiston,FL,City,7327,26.753,-80.939
Pelham,NY,Village,7326,40.911,-73.808
Flatwoods,KY,City,7325,38.523,-82.723
Pearsall,TX,City,7325,28.888,-99.099
New Paltz,NY,Village,7324,41.75,-74.08
La Junta,CO,City,7322,37.979,-103.547
Kimberly,WI,Village,7320,44.267,-88.339
Lexington,VA,City,7320,37.782,-79.444
Cumming,GA,City,7318,34.208,-84.134
Bellbrook,OH,City,7317,39.638,-84.085
Belmont,NH,Town,7314,43.465,-71.478
Villa Hills,KY,City,7310,39.066,-84.599
Macclenny,FL,City,7304,30.282,-82.125
Cottage Grove,WI,Village,7303,43.088,-89.2
Hitchcock,TX,City,7301,29.283,-95.008
Archbald,PA,Borough,7297,41.506,-75.551
Makawao,HI,Census-Designated Place,7297,20.848,-156.319
Logan,OH,City,7296,39.538,-82.406
Lampasas,TX,City,7291,31.066,-98.181
Emerson,NJ,Borough,7290,40.975,-74.023
East Hills,NY,Village,7284,40.796,-73.629
Salem,IL,City,7282,38.628,-88.958
Green Brook,NJ,Township,7281,40.604,-74.484
Dade City,FL,City,7275,28.356,-82.193
West Frankfort,IL,City,7275,37.899,-88.931
Upper Freehold,NJ,Township,7273,40.159,-74.52
Scotia,NY,Village,7272,42.832,-73.96
Swanzey,NH,Town,7270,42.863,-72.304
Sausalito,CA,City,7269,37.858,-122.492
Nyack,NY,Village,7265,41.09,-73.915
Dayton,MN,City,7262,45.189,-93.472
Walled Lake,MI,City,7250,42.537,-83.474
Globe,AZ,City,7249,33.391,-110.748
Wharton,NJ,Borough,7241,40.897,-74.574
Rayne,LA,City,7236,30.241,-92.267
Pacific,WA,City,7235,47.262,-122.252
Herkimer,NY,Village,7234,43.028,-74.993
Taneytown,MD,City,7234,39.656,-77.169
West Miami,FL,City,7233,25.758,-80.297
Montevallo,AL,City,7229,33.126,-86.847
River Rouge,MI,City,7224,42.274,-83.124
Glenolden,PA,Borough,7223,39.9,-75.292
Laurel,MT,City,7222,45.674,-108.77
Nebraska City,NE,City,7222,40.675,-95.861
Sandwich,IL,City,7221,41.65,-88.619
Wetumpka,AL,City,7220,32.539,-86.205
Aurora,MO,City,7219,36.968,-93.72
Neptune Beach,FL,City,7217,30.315,-81.393
Tolleson,AZ,City,7216,33.448,-112.256
Pinson,AL,City,7215,33.703,-86.67
Savannah,TN,City,7213,35.221,-88.236
Waveland,MS,City,7210,30.294,-89.392
Pembroke,NH,Town,7207,43.176,-71.452
Keyport,NJ,Borough,7204,40.432,-74.202
Floresville,TX,City,7203,29.14,-98.162
Batesville,IN,City,7202,39.298,-85.213
King,NC,City,7197,36.275,-80.357
Devils Lake,ND,City,7192,48.111,-98.859
Mammoth Lakes,CA,Town,7191,37.609,-118.971
Souderton,PA,Borough,7191,40.311,-75.322
Atherton,CA,Town,7188,37.455,-122.203
Spring Lake Park,MN,City,7188,45.116,-93.245
Ridley Park,PA,Borough,7186,39.878,-75.325
Bremen,GA,City,7185,33.711,-85.152
Delafield,WI,City,7185,43.067,-88.389
Jackson,WI,Village,7185,43.33,-88.169
Hiawatha,IA,City,7183,42.051,-91.689
Winfield,IN,Town,7181,41.412,-87.262
Stow,MA,Town,7174,42.432,-71.514
Monticello,NY,Village,7173,41.652,-74.688
Great Barrington,MA,Town,7172,42.209,-73.344
Lake Hallie,WI,Village,7170,44.892,-91.42
Gonzales,TX,City,7165,29.513,-97.447
Russellville,KY,City,7164,36.84,-86.896
Demopolis,AL,City,7162,32.499,-87.825
Clarkston,WA,City,7161,46.415,-117.05
Fircrest,WA,City,7156,47.231,-122.516
Canton,NY,Village,7155,44.6,-75.171
Durham,CT,Town,7152,41.463,-72.686
Oscoda,MI,Charter Township,7152,44.468,-83.54
Milton Freewater,OR,City,7151,45.935,-118.391
Morehead,KY,City,7151,38.187,-83.451
Robinson,IL,City,7150,39.009,-87.733
Seminole,OK,City,7146,35.234,-96.652
University Park,IL,Village,7145,41.446,-87.712
Lebanon,CT,Town,7142,41.627,-72.236
Windsor,MI,Charter Township,7140,42.64,-84.661
Richland,MS,City,7137,32.23,-90.16
Georgetown,DE,Town,7134,38.69,-75.387
Mentor on the Lake,OH,City,7131,41.714,-81.365
Epping,NH,Town,7125,43.051,-71.065
Philadelphia,MS,City,7118,32.775,-89.122
Delphos,OH,City,7117,40.848,-84.336
Parkville,MO,City,7117,39.214,-94.704
Seaside,OR,City,7115,45.989,-123.921
Winters,CA,City,7115,38.533,-121.975
Kosciusko,MS,City,7114,33.058,-89.589
Stickney,IL,Village,7110,41.817,-87.774
Islamorada,FL,Village,7107,24.983,-80.544
Gettysburg,PA,Borough,7106,39.831,-77.234
Cortland,OH,City,7105,41.332,-80.719
Brockport,NY,Village,7104,43.213,-77.941
Waikoloa Village,HI,Census-Designated Place,7104,19.928,-155.823
Crete,NE,City,7099,40.626,-96.957
Murphysboro,IL,City,7093,37.768,-89.332
Atkinson,NH,Town,7087,42.834,-71.161
Tuckahoe,NY,Village,7084,40.953,-73.823
Augusta,MI,Charter Township,7083,42.129,-83.599
Greenville,IL,City,7083,38.887,-89.389
Strasburg,VA,Town,7083,38.995,-78.345
Mills River,NC,Town,7078,35.381,-82.589
Barrington,NJ,Borough,7075,39.869,-75.051
Fayetteville,TN,City,7068,35.147,-86.555
Dayton,TN,City,7065,35.492,-85.012
Mendota,IL,City,7061,41.557,-89.101
Youngtown,AZ,Town,7056,33.585,-112.305
Norwich,NY,City,7051,42.533,-75.523
Prairie Grove,AR,City,7045,35.986,-94.303
Hamilton,AL,City,7042,34.139,-87.971
Napili Honokowai,HI,Census-Designated Place,7042,20.973,-156.665
Marble Falls,TX,City,7037,30.578,-98.269
Milltown,NJ,Borough,7037,40.45,-74.435
Harrisville,UT,City,7036,41.285,-111.986
Buena Vista,NJ,Township,7033,39.494,-74.896
Belle Isle,FL,City,7032,28.465,-81.349
Connellsville,PA,City,7031,40.016,-79.59
St Joseph,MN,City,7029,45.56,-94.308
Frostburg,MD,City,7027,39.652,-78.926
Calumet Park,IL,Village,7025,41.666,-87.658
Bennettsville,SC,City,7020,34.616,-79.685
Mountainside,NJ,Borough,7020,40.681,-74.36
Sturgis,SD,City,7020,44.409,-103.518
Mount Carmel,IL,City,7015,38.419,-87.77
Lincoln,MA,Town,7014,42.427,-71.307
Midland Park,NJ,Borough,7014,40.996,-74.141
St Louis,MI,City,7010,43.409,-84.611
Trinity,NC,City,7006,35.877,-80.01
Aspen,CO,City,7004,39.195,-106.837
Clinton,IL,City,7004,40.147,-88.963
Church Hill,TN,City,6998,36.521,-82.715
Mount Healthy,OH,City,6996,39.234,-84.547
Morrilton,AR,City,6992,35.155,-92.739
Rockport,MA,Town,6992,42.646,-70.627
Lacy Lakeview,TX,City,6988,31.629,-97.105
Seminole,TX,City,6988,32.721,-102.65
St Albans,VT,Town,6988,44.832,-73.157
Noble,OK,City,6985,35.138,-97.372
Fort Bragg,CA,City,6983,39.441,-123.804
Stratford,NJ,Borough,6981,39.829,-75.015
Osceola,AR,City,6976,35.695,-89.993
Ambridge,PA,Borough,6972,40.591,-80.227
Linwood,NJ,City,6971,39.344,-74.571
Lanett,AL,City,6970,32.858,-85.208
Heber Springs,AR,City,6969,35.501,-92.033
Holly Springs,MS,City,6968,34.778,-89.446
Hurricane,WV,City,6961,38.429,-82.017
Idabel,OK,City,6961,33.895,-94.828
Grove,OK,City,6956,36.592,-94.795
Manorhaven,NY,Village,6956,40.839,-73.711
Nappanee,IN,City,6949,41.445,-85.996
Kula,HI,Census-Designated Place,6942,20.768,-156.335
Shamokin,PA,City,6942,40.788,-76.555
Belfast,ME,City,6938,44.426,-69.026
Oneonta,AL,City,6938,33.947,-86.491
Kirtland,OH,City,6937,41.598,-81.338
Rockland,ME,City,6936,44.103,-69.109
Silsbee,TX,City,6935,30.345,-94.177
Elkins,WV,City,6934,38.924,-79.854
Fox Point,WI,Village,6934,43.158,-87.901
Nevada,IA,City,6925,42.018,-93.461
Huron,OH,City,6922,41.398,-82.563
Sturtevant,WI,Village,6919,42.7,-87.902
Tamaqua,PA,Borough,6916,40.803,-75.937
Sullivan,MO,City,6906,38.212,-91.164
Bonne Terre,MO,City,6903,37.923,-90.555
Zebulon,NC,Town,6903,35.831,-78.317
Greenbrier,TN,Town,6898,36.426,-86.791
Perry,FL,City,6898,30.109,-83.582
Basehor,KS,City,6896,39.137,-94.929
Mexia,TX,City,6893,31.681,-96.483
Orland Hills,IL,Village,6893,41.591,-87.842
LaFayette,GA,City,6888,34.709,-85.282
Valley Park,MO,City,6885,38.551,-90.493
Jasper,TX,City,6884,30.923,-93.993
Dacula,GA,City,6882,33.981,-83.889
Monessen,PA,City,6876,40.152,-79.883
Taylor Mill,KY,City,6873,39.009,-84.499
Roeland Park,KS,City,6871,39.036,-94.637
Newport,TN,City,6868,35.961,-83.198
Clifton Heights,PA,Borough,6863,39.93,-75.296
Millsboro,DE,Town,6863,38.587,-75.301
Union,OH,City,6859,39.916,-84.291
Harvard,MA,Town,6851,42.506,-71.586
Kasson,MN,City,6851,44.033,-92.749
Allendale,NJ,Borough,6848,41.033,-74.134
Litchfield Park,AZ,City,6847,33.502,-112.359
Lincoln,AL,City,6845,33.622,-86.071
Ocean City,MD,Town,6844,38.386,-75.063
Sealy,TX,City,6839,29.765,-96.161
Medina,MN,City,6837,45.034,-93.576
Loomis,CA,Town,6836,38.809,-121.195
Huntingdon,PA,Borough,6827,40.504,-77.999
Marshall,MI,City,6822,42.262,-84.958
Walden,NY,Village,6818,41.56,-74.188
La Feria,TX,City,6817,26.162,-97.822
Chester,IL,City,6814,37.926,-89.828
Thomson,GA,City,6814,33.467,-82.494
Lawrence,NY,Village,6809,40.604,-73.713
Ambler,PA,Borough,6807,40.156,-75.222
Isanti,MN,City,6804,45.491,-93.243
St Augustine Beach,FL,City,6803,29.842,-81.271
Kaufman,TX,City,6797,32.578,-96.312
Pepper Pike,OH,City,6796,41.479,-81.46
Atlantic,IA,City,6792,41.393,-95.022
Folcroft,PA,Borough,6792,39.889,-75.277
Junction City,OR,City,6787,44.22,-123.214
Tabernacle,NJ,Township,6776,39.84,-74.669
Normandy Park,WA,City,6771,47.428,-122.35
Opp,AL,City,6771,31.284,-86.257
Westbrook,CT,Town,6769,41.305,-72.467
Berkley,MA,Town,6764,41.844,-71.081
Oakmont,PA,Borough,6758,40.52,-79.837
Groveland,MA,Town,6752,42.756,-71.013
Satsuma,AL,City,6749,30.858,-88.063
Bayville,NY,Village,6748,40.907,-73.561
Roosevelt,UT,City,6747,40.28,-109.999
Brookings,OR,City,6744,42.069,-124.3
North Syracuse,NY,Village,6739,43.134,-76.131
Live Oak,FL,City,6735,30.296,-82.984
Essex,CT,Town,6733,41.354,-72.403
Harrisburg,SD,City,6732,43.432,-96.703
Addis,LA,Town,6731,30.365,-91.265
Belpre,OH,City,6728,39.28,-81.592
Franklin,LA,City,6728,29.785,-91.51
Steilacoom,WA,Town,6727,47.171,-122.592
Eldridge,IA,City,6726,41.639,-90.58
Merrimac,MA,Town,6723,42.84,-71.012
Farmington,NH,Town,6722,43.363,-71.076
Galax,VA,City,6720,36.666,-80.914
Eliot,ME,Town,6717,43.149,-70.786
Newbury,MA,Town,6716,42.775,-70.864
Ocean Shores,WA,City,6715,46.97,-124.152
Boonville,IN,City,6712,38.045,-87.274
Benton,IL,City,6709,38.013,-88.917
Robertsdale,AL,City,6708,30.557,-87.705
Winthrop Harbor,IL,Village,6705,42.481,-87.83
Stone Mountain,GA,City,6703,33.804,-84.171
Swanton,VT,Town,6701,44.897,-73.121
Fowler,CA,City,6700,36.625,-119.674
Upper Sandusky,OH,City,6698,40.831,-83.271
Donaldsonville,LA,City,6695,30.095,-90.993
North Caldwell,NJ,Borough,6694,40.864,-74.26
Oakdale,LA,City,6692,30.816,-92.656
Stewartville,MN,City,6687,43.861,-92.491
West View,PA,Borough,6685,40.518,-80.033
Plymouth,NH,Town,6682,43.74,-71.721
Crescent City,CA,City,6673,41.767,-124.199
Clover,SC,Town,6671,35.114,-81.22
Amory,MS,City,6666,33.982,-88.483
Highland Heights,KY,City,6662,39.035,-84.457
Meredith,NH,Town,6662,43.656,-71.443
New Hartford,CT,Town,6658,41.845,-73.009
Bedford,VA,Town,6657,37.338,-79.521
Blakely,PA,Borough,6657,41.486,-75.601
Bronxville,NY,Village,6656,40.939,-73.826
Jordan,MN,City,6656,44.665,-93.64
Ontario,OH,City,6656,40.769,-82.617
Ellettsville,IN,Town,6655,39.23,-86.622
Irvington,NY,Village,6652,41.034,-73.867
Warwick,NY,Village,6652,41.255,-74.355
Purcell,OK,City,6651,35.025,-97.37
Solvay,NY,Village,6645,43.057,-76.212
St John,MO,City,6643,38.715,-90.346
Unionville,NC,Town,6643,35.074,-80.52
Buena Vista,VA,City,6641,37.732,-79.356
Black Jack,MO,City,6634,38.799,-90.263
Larchmont,NY,Village,6630,40.926,-73.752
Litchfield,MN,City,6624,45.122,-94.526
Nitro,WV,City,6624,38.419,-81.828
Sunbury,OH,Village,6614,40.248,-82.865
Mascotte,FL,City,6609,28.618,-81.902
Milton,PA,Borough,6609,41.009,-76.851
North Vernon,IN,City,6608,39.015,-85.63
Horseheads,NY,Village,6606,42.169,-76.83
Litchfield,IL,City,6605,39.177,-89.644
Pratt,KS,City,6603,37.699,-98.766
Bridgewater,VA,Town,6596,38.389,-78.964
Chatham,MA,Town,6594,41.68,-69.975
Treasure Island,FL,City,6584,27.767,-82.769
Milford,OH,City,6582,39.171,-84.282
Valley City,ND,City,6575,46.924,-98.003
Carthage,TX,City,6569,32.152,-94.337
Morrow,GA,City,6569,33.579,-84.336
Topsfield,MA,Town,6569,42.638,-70.941
Union Gap,WA,City,6568,46.554,-120.492
Carolina Beach,NC,Town,6564,34.041,-77.899
Brier,WA,City,6560,47.792,-122.274
Gunnison,CO,City,6560,38.545,-106.928
Indiantown,FL,Village,6560,27.022,-80.46
Columbiana,OH,City,6559,40.886,-80.672
Pea Ridge,AR,City,6559,36.447,-94.121
Vine Grove,KY,City,6559,37.812,-85.976
Hapeville,GA,City,6553,33.661,-84.409
Sandown,NH,Town,6548,42.933,-71.18
Schuyler,NE,City,6547,41.449,-97.063
Plattsmouth,NE,City,6544,41.006,-95.894
Swarthmore,PA,Borough,6543,39.902,-75.349
Garrett,IN,City,6542,41.353,-85.124
Geneseo,IL,City,6539,41.45,-90.153
Decatur,TX,City,6538,33.228,-97.59
Iowa Park,TX,City,6535,33.963,-98.683
Charles Town,WV,City,6534,39.264,-77.881
Woodland,WA,City,6531,45.922,-122.75
St James,NC,Town,6529,33.946,-78.113
West Greenwich,RI,Town,6528,41.629,-71.662
Catasauqua,PA,Borough,6518,40.652,-75.464
Calipatria,CA,City,6515,33.169,-115.486
Elm Grove,WI,Village,6513,43.048,-88.087
Red Lion,PA,Borough,6512,39.899,-76.608
Mattapoisett,MA,Town,6508,41.68,-70.829
Ralston,NE,City,6494,41.2,-96.038
Mount Vernon,IN,City,6493,37.937,-87.895
Timnath,CO,Town,6487,40.533,-104.961
Delano,MN,City,6484,45.038,-93.792
Fairfield,ME,Town,6484,44.641,-69.678
Hillsboro,OH,City,6481,39.212,-83.611
Rindge,NH,Town,6476,42.752,-72.011
Taos,NM,Town,6474,36.387,-105.58
Lebanon,ME,Town,6469,43.4,-70.915
Hermon,ME,Town,6461,44.814,-68.9
Lynchburg,TN,Metro Government,6461,35.289,-86.359
Abilene,KS,City,6460,38.924,-97.224
Exeter,RI,Town,6460,41.558,-71.568
Penitas,TX,City,6460,26.25,-98.439
Shamong,NJ,Township,6460,39.771,-74.719
Chickasaw,AL,City,6457,30.771,-88.08
De Soto,MO,City,6449,38.141,-90.561
Watchung,NJ,Borough,6449,40.643,-74.436
Marion,SC,City,6448,34.179,-79.397
Nephi,UT,City,6443,39.707,-111.832
Cherry Hills Village,CO,City,6442,39.637,-104.947
Burnet,TX,City,6436,30.747,-98.239
Carbondale,CO,Town,6434,39.395,-107.214
St Gabriel,LA,City,6433,30.254,-91.101
Willis,TX,City,6431,30.426,-95.482
Forest Hills,PA,Borough,6429,40.425,-79.854
Prospect Park,PA,Borough,6427,39.886,-75.307
Countryside,IL,City,6420,41.774,-87.875
Powell,WY,City,6419,44.762,-108.758
Peterborough,NH,Town,6418,42.89,-71.939
Wolfeboro,NH,Town,6416,43.611,-71.172
Colusa,CA,City,6411,39.205,-122.01
Sidney,NE,City,6410,41.134,-102.968
Eudora,KS,City,6408,38.935,-95.094
Shrewsbury,MO,City,6406,38.587,-90.328
Leitchfield,KY,City,6404,37.486,-86.284
Glenarden,MD,City,6402,38.929,-76.857
Moraine,OH,City,6393,39.699,-84.244
Huntington Woods,MI,City,6388,42.482,-83.168
Keene,TX,City,6387,32.396,-97.321
Douglas,WY,City,6386,42.755,-105.384
Dillon,SC,City,6384,34.425,-79.367
South Lebanon,OH,Village,6384,39.37,-84.216
Sanibel,FL,City,6382,26.451,-82.106
Lake Alfred,FL,City,6374,28.099,-81.725
Walker,LA,Town,6374,30.486,-90.865
Carlstadt,NJ,Borough,6372,40.826,-74.062
Prospect Park,NJ,Borough,6372,40.942,-74.174
Salem,IN,City,6371,38.605,-86.097
New Hanover,NJ,Township,6367,40.02,-74.56
Huntingburg,IN,City,6362,38.301,-86.962
Marvin,NC,Village,6358,35.004,-80.818
Chesapeake Beach,MD,Town,6356,38.689,-76.554
Johnsburg,IL,Village,6355,42.385,-88.247
Crystal City,TX,City,6354,28.691,-99.826
Sidney,MT,City,6346,47.713,-104.169
Willard,MO,City,6344,37.294,-93.417
Pigeon Forge,TN,City,6343,35.798,-83.562
East Rochester,NY,Village,6334,43.112,-77.487
Cynthiana,KY,City,6333,38.383,-84.302
Crockett,TX,City,6332,31.317,-95.457
Dalton,MA,Town,6330,42.483,-73.148
Bethel,AK,City,6325,60.793,-161.793
Portland,IN,City,6320,40.437,-84.983
Selma,NC,Town,6317,35.543,-78.294
Ashburnham,MA,Town,6315,42.659,-71.928
Byron,MN,City,6312,44.038,-92.642
Sweetwater,TN,City,6312,35.602,-84.471
Twin Lakes,WI,Village,6309,42.516,-88.25
Henderson,TN,City,6308,35.444,-88.656
Eatonton,GA,City,6307,33.326,-83.389
Orleans,MA,Town,6307,41.792,-69.954
Ville Platte,LA,City,6303,30.69,-92.274
Gulf Breeze,FL,City,6302,30.367,-87.174
Munford,TN,City,6302,35.445,-89.811
Tecumseh,OK,City,6302,35.264,-96.933
Millersville,TN,City,6299,36.396,-86.711
Newport,NH,Town,6299,43.359,-72.181
Roseland,NJ,Borough,6299,40.82,-74.31
Rossford,OH,City,6299,41.598,-83.556
Dacono,CO,City,6297,40.062,-104.95
Clyde,OH,City,6294,41.305,-82.979
Taylor,PA,Borough,6294,41.396,-75.715
Willows,CA,City,6293,39.515,-122.199
Barnesville,GA,City,6292,33.052,-84.153
Mulvane,KS,City,6286,37.476,-97.235
Tallulah,LA,City,6286,32.407,-91.192
Dennis,NJ,Township,6285,39.178,-74.761
Talent,OR,City,6282,42.24,-122.781
Waupaca,WI,City,6282,44.35,-89.07
Warrenton,OR,City,6277,46.17,-123.923
Lowell,MI,Charter Township,6276,42.894,-85.391
Lebanon,KY,City,6274,37.568,-85.259
Princeton,KY,City,6270,37.106,-87.885
Rochester,IN,City,6270,41.061,-86.198
Fair Haven,NJ,Borough,6269,40.362,-74.039
Plaquemine,LA,City,6269,30.283,-91.244
Kermit,TX,City,6267,31.854,-103.092
Orange City,IA,City,6267,43.003,-96.057
Calumet,MI,Charter Township,6263,47.267,-88.438
Steelton,PA,Borough,6263,40.226,-76.825
South Williamsport,PA,Borough,6261,41.229,-77.0
Martins Ferry,OH,City,6260,40.105,-80.729
Pembroke Park,FL,Town,6260,25.991,-80.177
Manistee,MI,City,6259,44.246,-86.327
McRae Helena,GA,City,6253,32.056,-82.887
Jackson,OH,City,6252,39.046,-82.65
Harrah,OK,City,6245,35.486,-97.184
Marianna,FL,City,6245,30.78,-85.243
Hampstead,MD,Town,6241,39.613,-76.856
Oakland,ME,Town,6230,44.556,-69.728
Elsmere,DE,Town,6229,39.738,-75.595
Mendon,MA,Town,6228,42.095,-71.561
White Oak,TX,City,6225,32.53,-94.856
Southampton,MA,Town,6224,42.229,-72.73
Maurice River,NJ,Township,6218,39.321,-74.931
Cold Spring,KY,City,6216,39.011,-84.435
High Springs,FL,City,6215,29.804,-82.592
Thurmont,MD,Town,6213,39.62,-77.407
Lake Mills,WI,City,6211,43.076,-88.908
Corry,PA,City,6210,41.928,-79.633
Rushville,IN,City,6208,39.615,-85.446
Watford City,ND,City,6207,47.802,-103.283
Huron,CA,City,6206,36.204,-120.096
Kingston,NH,Town,6202,42.925,-71.063
Aztec,NM,City,6201,36.818,-107.985
Lauderdale by the Sea,FL,Town,6198,26.199,-80.095
Willard,OH,City,6197,41.052,-82.724
Paulsboro,NJ,Borough,6196,39.84,-75.24
Lebanon,NJ,Township,6195,40.728,-74.891
Braidwood,IL,City,6194,41.269,-88.22
Eastampton,NJ,Township,6191,39.998,-74.753
Madison,SD,City,6191,44.005,-97.113
Gun Barrel City,TX,City,6190,32.328,-96.132
Zimmerman,MN,City,6189,45.441,-93.596
Corcoran,MN,City,6185,45.107,-93.578
Henniker,NH,Town,6185,43.174,-71.822
Crestwood,KY,City,6183,38.344,-85.475
Lakemoor,IL,Village,6182,42.34,-88.203
Clairton,PA,City,6181,40.298,-79.886
Glendale,MO,City,6176,38.594,-90.383
Elburn,IL,Village,6175,41.872,-88.454
Edgewood,NM,Town,6174,35.138,-106.215
Killingworth,CT,Town,6174,41.369,-72.566
Lyman,SC,Town,6173,34.968,-82.137
Cheverly,MD,Town,6170,38.926,-76.913
Rowley,MA,Town,6161,42.717,-70.911
Tequesta,FL,Village,6158,26.965,-80.113
Gas City,IN,City,6157,40.49,-85.599
Walkersville,MD,Town,6156,39.485,-77.353
Everman,TX,City,6154,32.629,-97.283
Adel,IA,City,6153,41.61,-94.024
Morris Plains,NJ,Borough,6153,40.841,-74.473
Oceanport,NJ,Borough,6150,40.316,-74.02
Darlington,SC,City,6149,34.301,-79.867
Rockford,MI,City,6142,43.136,-85.555
Ishpeming,MI,City,6140,46.47,-87.672
Kinross,MI,Charter Township,6139,46.281,-84.516
Gladewater,TX,City,6134,32.543,-94.945
Marlborough,CT,Town,6133,41.629,-72.452
Hellertown,PA,Borough,6132,40.581,-75.338
Little Silver,NJ,Borough,6131,40.337,-74.035
Rittman,OH,City,6131,40.973,-81.785
Chillicothe,IL,City,6128,40.916,-89.503
Maquoketa,IA,City,6128,42.06,-90.665
Woodcliff Lake,NJ,Borough,6128,41.026,-74.061
Solvang,CA,City,6126,34.594,-120.14
Tarrant,AL,City,6124,33.595,-86.766
Volo,IL,Village,6122,42.33,-88.163
Winthrop,ME,Town,6121,44.309,-69.942
Northville,MI,City,6119,42.436,-83.488
Torrington,WY,City,6119,42.065,-104.15
De Soto,KS,City,6118,38.972,-94.951
Wesley Hills,NY,Village,6116,41.158,-74.079
Granby,MA,Town,6110,42.263,-72.506
Gustine,CA,City,6110,37.255,-120.995
New Boston,NH,Town,6108,42.978,-71.685
Bellefonte,PA,Borough,6105,40.914,-77.768
De Queen,AR,City,6105,34.042,-94.342
Sheridan,CO,City,6105,39.648,-105.017
Snowflake,AZ,Town,6104,34.519,-110.09
Wappingers Falls,NY,Village,6103,41.598,-73.917
Fruit Heights,UT,City,6101,41.028,-111.907
Crafton,PA,Borough,6099,40.433,-80.071
New Haven,MI,Village,6097,42.73,-82.797
The Village of Indian Hill,OH,City,6087,39.189,-84.336
Hartford City,IN,City,6086,40.454,-85.373
Blackwell,OK,City,6085,36.801,-97.301
Erwin,TN,Town,6083,36.146,-82.412
Rupert,ID,City,6082,42.619,-113.674
Milan,MI,City,6079,42.081,-83.682
Cherryville,NC,City,6078,35.385,-81.379
Franklin,PA,City,6077,41.383,-79.832
Avon,CO,Town,6072,39.642,-106.516
Fruitland,ID,City,6072,44.026,-116.922
Louisville,MS,City,6072,33.123,-89.055
Grass Lake,MI,Charter Township,6069,42.25,-84.19
Independence,IA,City,6064,42.462,-91.903
Prosser,WA,City,6062,46.206,-119.767
Lindale,TX,City,6059,32.516,-95.409
Waimanalo,HI,Census-Designated Place,6057,21.341,-157.733
Houlton,ME,Town,6055,46.14,-67.843
Nazareth,PA,Borough,6053,40.74,-75.313
Truth or Consequences,NM,City,6052,33.231,-107.269
Ward,AR,City,6052,35.013,-91.957
Somerset,PA,Borough,6048,40.005,-79.078
Medina,NY,Village,6047,43.22,-78.388
Raton,NM,City,6041,36.885,-104.44
Dickson City,PA,Borough,6038,41.468,-75.636
Alpine,TX,City,6035,30.364,-103.664
Hainesport,NJ,Township,6035,39.98,-74.836
Hilton,NY,Village,6027,43.29,-77.793
Wailea,HI,Census-Designated Place,6027,20.682,-156.435
Pevely,MO,City,6026,38.287,-90.399
Hamlet,NC,City,6025,34.889,-79.711
Port Clinton,OH,City,6025,41.51,-82.938
Greenwood,MO,City,6021,38.853,-94.342
Mount Zion,IL,Village,6019,39.78,-88.885
Hopedale,MA,Town,6017,42.113,-71.52
Mendham,NJ,Township,6016,40.793,-74.564
Sharon Hill,PA,Borough,6014,39.907,-75.268
Richmond,MO,City,6013,39.276,-93.973
Groveport,OH,City,6009,39.857,-82.89
Littleton,NH,Town,6005,44.341,-71.77
Montrose,MI,Charter Township,6005,43.177,-83.849
Midway,UT,City,6003,40.518,-111.475
Waterville,OH,City,6003,41.501,-83.735
Beacon Falls,CT,Town,6000,41.442,-73.046
Logan,NJ,Township,6000,39.792,-75.36
Wilmore,KY,City,5999,37.862,-84.661
East Aurora,NY,Village,5998,42.767,-78.617
